,CustomerID,Recency,Frequency,Monetary,R,F,M,RFM,Loyalty
964,13635.0,67,62,1071.03,3,2,2,7,Diamond
965,13636.0,36,64,941.62,2,2,2,6,Diamond
966,13637.0,52,99,804.3,3,2,2,7,Diamond
967,13638.0,15,8,122.64,1,4,4,9,Gold
968,13639.0,74,40,1033.3400000000001,3,3,2,8,Gold
969,13642.0,215,57,312.28000000000003,4,2,3,9,Gold
970,13643.0,31,28,519.44,2,3,3,8,Gold
971,13644.0,8,148,2597.5200000000004,1,1,1,3,Platinum
972,13645.0,120,5,252.1,3,4,4,11,Bronze
973,13647.0,9,79,1640.2200000000003,1,2,1,4,Platinum
974,13649.0,256,23,346.6,4,3,3,10,Silver
975,13650.0,16,98,1809.34,1,2,1,4,Platinum
976,13651.0,35,6,94.2,2,4,4,10,Silver
977,13652.0,45,63,1095.08,2,2,2,6,Diamond
978,13654.0,43,166,2707.33,2,1,1,4,Platinum
979,13655.0,114,56,932.97,3,2,2,7,Diamond
980,13656.0,164,49,379.65000000000003,4,2,3,9,Gold
981,13657.0,10,16,382.14,1,4,3,8,Gold
982,13658.0,9,112,2421.47,1,1,1,3,Platinum
983,13659.0,197,107,1540.65,4,1,2,7,Diamond
984,13662.0,85,57,862.5799999999999,3,2,2,7,Diamond
985,13663.0,179,13,189.46999999999997,4,4,4,12,Bronze
986,13666.0,60,12,84.65,3,4,4,11,Bronze
987,13667.0,149,83,299.04999999999995,4,2,3,9,Gold
988,13668.0,2,494,6162.3099999999995,1,1,1,3,Platinum
989,13669.0,50,9,218.55,2,4,4,10,Silver
990,13670.0,75,25,349.7,3,3,3,9,Gold
991,13672.0,301,16,-71.45999999999998,4,4,4,12,Bronze
992,13673.0,18,60,387.44000000000005,2,2,3,7,Diamond
993,13675.0,151,25,486.82000000000005,4,3,3,10,Silver
994,13678.0,151,16,232.6,4,4,4,12,Bronze
995,13680.0,1,215,2199.01,1,1,1,3,Platinum
996,13681.0,17,57,827.83,2,2,2,6,Diamond
997,13682.0,187,3,59.5,4,4,4,12,Bronze
998,13684.0,285,30,62.13000000000001,4,3,4,11,Bronze
999,13685.0,2,39,3119.44,1,3,1,5,Platinum
1000,13686.0,182,8,72.0,4,4,4,12,Bronze
1001,13689.0,63,6,910.0,3,4,2,9,Gold
1002,13690.0,59,9,172.25,3,4,4,11,Bronze
1003,13692.0,24,55,1466.8699999999997,2,2,2,6,Diamond
1004,13693.0,325,4,-32.0,4,4,4,12,Bronze
1005,13694.0,3,584,62690.54,1,1,1,3,Platinum
1006,13695.0,31,90,2504.13,2,2,1,5,Platinum
1007,13697.0,38,12,151.3,2,4,4,10,Silver
1008,13699.0,155,14,308.58,4,4,3,11,Bronze
1009,13700.0,26,194,2248.63,2,1,1,4,Platinum
1010,13703.0,318,1,99.5,4,4,4,12,Bronze
1011,13704.0,5,135,2295.3100000000004,1,1,1,3,Platinum
1012,13705.0,7,28,711.86,1,3,2,6,Diamond
1013,13706.0,302,20,330.79,4,3,3,10,Silver
1014,13707.0,267,48,806.41,4,2,2,8,Gold
1015,13708.0,271,49,285.3299999999999,4,2,4,10,Silver
1016,13709.0,3,345,6228.71,1,1,1,3,Platinum
1017,13710.0,31,8,180.48,2,4,4,10,Silver
1018,13711.0,218,13,252.06000000000003,4,4,4,12,Bronze
1019,13712.0,246,10,228.83999999999997,4,4,4,12,Bronze
1020,13715.0,281,107,1051.99,4,1,2,7,Diamond
1021,13716.0,269,21,138.28,4,3,4,11,Bronze
1022,13717.0,32,103,1432.2600000000002,2,1,2,5,Platinum
1023,13718.0,246,12,306.55,4,4,3,11,Bronze
1024,13719.0,15,60,1041.68,1,2,2,5,Platinum
1025,13720.0,116,43,799.9,3,2,2,7,Diamond
1026,13721.0,36,28,524.1400000000001,2,3,3,8,Gold
1027,13722.0,120,86,2369.16,3,2,1,6,Diamond
1028,13723.0,217,6,199.85000000000002,4,4,4,12,Bronze
1029,13725.0,49,118,1809.8099999999997,2,1,1,4,Platinum
1030,13726.0,38,42,1079.6599999999999,2,2,2,6,Diamond
1031,13727.0,28,20,333.48,2,3,3,8,Gold
1032,13728.0,36,63,1016.1400000000001,2,2,2,6,Diamond
1033,13730.0,135,43,752.6,3,2,2,7,Diamond
1034,13731.0,219,38,610.59,4,3,3,10,Silver
1035,13732.0,28,33,491.86000000000007,2,3,3,8,Gold
1036,13735.0,24,207,2764.4799999999996,2,1,1,4,Platinum
1037,13736.0,5,193,721.9000000000001,1,1,2,4,Platinum
1038,13737.0,200,30,339.6,4,3,3,10,Silver
1039,13739.0,18,3,216.9,2,4,4,10,Silver
1040,13740.0,240,23,350.75,4,3,3,10,Silver
1041,13741.0,71,35,666.33,3,3,2,8,Gold
1042,13742.0,16,315,3079.27,1,1,1,3,Platinum
1043,13743.0,2,42,1340.15,1,2,2,5,Platinum
1044,13744.0,95,63,1080.52,3,2,2,7,Diamond
1045,13745.0,151,26,291.53999999999996,4,3,4,11,Bronze
1046,13747.0,373,1,79.6,4,4,4,12,Bronze
1047,13748.0,95,28,948.2499999999999,3,3,2,8,Gold
1048,13750.0,53,24,1647.26,3,3,1,7,Diamond
1049,13751.0,288,9,296.25,4,4,3,11,Bronze
1050,13752.0,124,75,1175.3799999999999,3,2,2,7,Diamond
1051,13753.0,287,35,741.26,4,3,2,9,Gold
1052,13754.0,151,12,282.6,4,4,4,12,Bronze
1053,13755.0,3,322,2101.3900000000003,1,1,1,3,Platinum
1054,13756.0,2,143,5145.120000000001,1,1,1,3,Platinum
1055,13758.0,11,117,3190.55,1,1,1,3,Platinum
1056,13759.0,33,25,659.41,2,3,2,7,Diamond
1057,13760.0,54,57,286.78999999999996,3,2,4,9,Gold
1058,13761.0,50,70,1070.65,2,2,2,6,Diamond
1059,13762.0,204,14,-1.4210854715202004e-14,4,4,4,12,Bronze
1060,13763.0,63,17,1689.46,3,4,1,8,Gold
1061,13764.0,70,207,1519.42,3,1,2,6,Diamond
1062,13767.0,2,399,16945.71,1,1,1,3,Platinum
1063,13769.0,2,143,2771.87,1,1,1,3,Platinum
1064,13771.0,64,120,2631.7,3,1,1,5,Platinum
1065,13772.0,33,173,1122.63,2,1,2,5,Platinum
1066,13774.0,81,22,345.0,3,3,3,9,Gold
1067,13777.0,0,219,25748.350000000002,1,1,1,3,Platinum
1068,13778.0,103,9,178.7,3,4,4,11,Bronze
1069,13780.0,7,57,360.01000000000005,1,2,3,6,Diamond
1070,13781.0,250,17,127.84,4,4,4,12,Bronze
1071,13782.0,12,113,908.8599999999999,1,1,2,4,Platinum
1072,13784.0,9,31,2462.7899999999995,1,3,1,5,Platinum
1073,13786.0,367,7,230.4,4,4,4,12,Bronze
1074,13787.0,75,31,309.04,3,3,3,9,Gold
1075,13790.0,4,45,348.79999999999995,1,2,3,6,Diamond
1076,13791.0,43,17,1047.68,2,4,2,8,Gold
1077,13792.0,66,13,195.54999999999995,3,4,4,11,Bronze
1078,13798.0,1,438,36352.87,1,1,1,3,Platinum
1079,13799.0,116,39,688.8600000000001,3,3,2,8,Gold
1080,13800.0,309,33,558.32,4,3,3,10,Silver
1081,13801.0,66,23,324.79999999999995,3,3,3,9,Gold
1082,13802.0,138,66,3906.2699999999995,3,2,1,6,Diamond
1083,13803.0,255,17,277.07000000000005,4,4,4,12,Bronze
1084,13804.0,30,135,2588.39,2,1,1,4,Platinum
1085,13805.0,52,13,924.5999999999999,3,4,2,9,Gold
1086,13806.0,63,10,256.38,3,4,4,11,Bronze
1087,13807.0,367,7,112.6,4,4,4,12,Bronze
1088,13808.0,5,76,1747.6600000000003,1,2,1,4,Platinum
1089,13809.0,305,12,155.05,4,4,4,12,Bronze
1090,13810.0,28,36,899.51,2,3,2,7,Diamond
1091,13811.0,183,14,591.75,4,4,3,11,Bronze
1092,13812.0,42,36,539.0,2,3,3,8,Gold
1093,13813.0,39,71,1353.4099999999999,2,2,2,6,Diamond
1094,13814.0,56,58,1562.1200000000001,3,2,2,7,Diamond
1095,13815.0,22,177,4014.91,2,1,1,4,Platinum
1096,13816.0,23,33,555.04,2,3,3,8,Gold
1097,13817.0,29,24,382.97999999999996,2,3,3,8,Gold
1098,13819.0,301,36,1140.35,4,3,2,9,Gold
1099,13821.0,144,59,385.64,4,2,3,9,Gold
1100,13822.0,5,96,632.0,1,2,3,6,Diamond
1101,13823.0,18,40,957.66,2,3,2,7,Diamond
1102,13824.0,32,46,1698.94,2,2,1,5,Platinum
1103,13826.0,158,12,174.65,4,4,4,12,Bronze
1104,13827.0,57,92,409.8,3,2,3,8,Gold
1105,13828.0,22,15,209.49000000000004,2,4,4,10,Silver
1106,13829.0,359,1,-102.0,4,4,4,12,Bronze
1107,13831.0,16,72,2198.45,1,2,1,4,Platinum
1108,13832.0,17,4,40.949999999999996,2,4,4,10,Silver
1109,13833.0,159,28,383.8499999999999,4,3,3,10,Silver
1110,13835.0,25,55,834.57,2,2,2,6,Diamond
1111,13837.0,211,18,266.59000000000003,4,3,4,11,Bronze
1112,13838.0,5,165,674.82,1,1,2,4,Platinum
1113,13841.0,252,1,85.0,4,4,4,12,Bronze
1114,13842.0,58,206,3385.6200000000003,3,1,1,5,Platinum
1115,13844.0,11,20,361.62,1,3,3,7,Diamond
1116,13845.0,64,9,312.98,3,4,3,10,Silver
1117,13846.0,24,58,847.6099999999999,2,2,2,6,Diamond
1118,13848.0,92,5,1255.0,3,4,2,9,Gold
1119,13849.0,51,101,1537.95,3,1,2,6,Diamond
1120,13850.0,88,94,1586.8100000000002,3,2,2,7,Diamond
1121,13851.0,95,81,2651.4599999999996,3,2,1,6,Diamond
1122,13853.0,8,24,1056.94,1,3,2,6,Diamond
1123,13854.0,8,114,8025.0199999999995,1,1,1,3,Platinum
1124,13856.0,168,17,363.4,4,4,3,11,Bronze
1125,13858.0,57,11,216.17000000000002,3,4,4,11,Bronze
1126,13859.0,326,28,201.16,4,3,4,11,Bronze
1127,13860.0,1,77,1240.0000000000002,1,2,2,5,Platinum
1128,13862.0,18,142,2187.3100000000004,2,1,1,4,Platinum
1129,13863.0,245,22,299.55999999999995,4,3,3,10,Silver
1130,13865.0,58,30,501.56,3,3,3,9,Gold
1131,13866.0,74,7,145.67,3,4,4,11,Bronze
1132,13867.0,31,60,1005.0899999999999,2,2,2,6,Diamond
1133,13868.0,7,33,3192.54,1,3,1,5,Platinum
1134,13869.0,123,304,3083.65,3,1,1,5,Platinum
1135,13870.0,2,118,2751.2500000000005,1,1,1,3,Platinum
1136,13871.0,22,338,6389.8,2,1,1,4,Platinum
1137,13873.0,119,24,381.7,3,3,3,9,Gold
1138,13874.0,358,18,540.45,4,3,3,10,Silver
1139,13875.0,53,104,1786.79,3,1,1,5,Platinum
1140,13876.0,63,7,122.69999999999999,3,4,4,11,Bronze
1141,13877.0,86,3,117.24000000000001,3,4,4,11,Bronze
1142,13878.0,54,35,1271.5699999999997,3,3,2,8,Gold
1143,13880.0,21,165,3219.7700000000004,2,1,1,4,Platinum
1144,13881.0,3,180,16989.52,1,1,1,3,Platinum
1145,13882.0,2,66,1131.28,1,2,2,5,Platinum
1146,13883.0,1,155,2538.75,1,1,1,3,Platinum
1147,13884.0,7,60,781.3000000000002,1,2,2,5,Platinum
1148,13885.0,189,28,506.8,4,3,3,10,Silver
1149,13886.0,71,16,243.56,3,4,4,11,Bronze
1150,13887.0,204,19,349.54999999999995,4,3,3,10,Silver
1151,13888.0,119,39,595.67,3,3,3,9,Gold
1152,13889.0,92,15,416.9,3,4,3,10,Silver
1153,13890.0,1,114,1860.8600000000001,1,1,1,3,Platinum
1154,13892.0,26,27,632.97,2,3,3,8,Gold
1155,13893.0,297,21,821.1000000000001,4,3,2,9,Gold
1156,13894.0,22,30,535.97,2,3,3,8,Gold
1157,13895.0,21,119,2588.12,2,1,1,4,Platinum
1158,13897.0,50,17,311.15999999999997,2,4,3,9,Gold
1159,13898.0,325,12,155.93,4,4,4,12,Bronze
1160,13899.0,16,19,388.52,1,3,3,7,Diamond
1161,13900.0,183,43,740.9499999999999,4,2,2,8,Gold
1162,13901.0,72,149,2867.2,3,1,1,5,Platinum
1163,13904.0,37,26,332.64000000000004,2,3,3,8,Gold
1164,13908.0,79,126,2347.0499999999997,3,1,1,5,Platinum
1165,13911.0,57,148,2580.91,3,1,1,5,Platinum
1166,13914.0,3,34,613.95,1,3,3,7,Diamond
1167,13917.0,49,18,272.03999999999996,2,3,4,9,Gold
1168,13918.0,49,30,1212.8400000000004,2,3,2,7,Diamond
1169,13919.0,53,33,350.16,3,3,3,9,Gold
1170,13922.0,351,7,172.24999999999997,4,4,4,12,Bronze
1171,13923.0,53,20,351.13000000000005,3,3,3,9,Gold
1172,13924.0,1,137,1682.08,1,1,1,3,Platinum
1173,13925.0,36,45,616.65,2,2,3,7,Diamond
1174,13926.0,23,11,223.85000000000002,2,4,4,10,Silver
1175,13927.0,74,21,348.99000000000007,3,3,3,9,Gold
1176,13928.0,10,27,464.57,1,3,3,7,Diamond
1177,13929.0,169,10,802.85,4,4,2,10,Silver
1178,13930.0,57,17,337.34,3,4,3,10,Silver
1179,13931.0,85,59,1230.93,3,2,2,7,Diamond
1180,13932.0,294,16,307.4,4,4,3,11,Bronze
1181,13933.0,109,23,608.7899999999998,3,3,3,9,Gold
1182,13934.0,263,31,922.0999999999999,4,3,2,9,Gold
1183,13936.0,171,27,361.2799999999999,4,3,3,10,Silver
1184,13937.0,169,9,158.85,4,4,4,12,Bronze
1185,13938.0,35,7,71.66,2,4,4,10,Silver
1186,13939.0,23,46,556.7499999999999,2,2,3,7,Diamond
1187,13940.0,17,49,839.14,2,2,2,6,Diamond
1188,13941.0,21,47,4912.409999999999,2,2,1,5,Platinum
1189,13946.0,79,11,561.57,3,4,3,10,Silver
1190,13947.0,65,5,90.6,3,4,4,11,Bronze
1191,13948.0,360,3,101.99999999999999,4,4,4,12,Bronze
1192,13949.0,2,160,2427.3199999999997,1,1,1,3,Platinum
1193,13950.0,11,36,728.5600000000001,1,3,2,6,Diamond
1194,13951.0,176,39,674.4499999999998,4,3,2,9,Gold
1195,13952.0,211,138,3246.091,4,1,1,6,Diamond
1196,13953.0,7,20,3515.6799999999994,1,3,1,5,Platinum
1197,13954.0,1,30,378.59,1,3,3,7,Diamond
1198,13955.0,154,33,322.96,4,3,3,10,Silver
1199,13956.0,5,147,1019.2700000000001,1,1,2,4,Platinum
1200,13958.0,372,5,-102.45,4,4,4,12,Bronze
1201,13959.0,79,90,594.04,3,2,3,8,Gold
1202,13960.0,21,12,230.22,2,4,4,10,Silver
1203,13962.0,21,11,169.55,2,4,4,10,Silver
1204,13963.0,308,35,664.5400000000001,4,3,2,9,Gold
1205,13967.0,145,2,80.7,4,4,4,12,Bronze
1206,13969.0,7,626,8956.92,1,1,1,3,Platinum
1207,13971.0,8,158,2702.2200000000003,1,1,1,3,Platinum
1208,13972.0,70,15,190.25000000000003,3,4,4,11,Bronze
1209,13973.0,287,11,264.7,4,4,4,12,Bronze
1210,13974.0,49,28,413.59,2,3,3,8,Gold
1211,13975.0,31,331,2438.1899999999996,2,1,1,4,Platinum
1212,13976.0,206,10,357.98,4,4,3,11,Bronze
1213,13978.0,14,15,196.79,1,4,4,9,Gold
1214,13979.0,73,54,869.8699999999998,3,2,2,7,Diamond
1215,13980.0,60,11,200.14000000000001,3,4,4,11,Bronze
1216,13982.0,39,115,1861.11,2,1,1,4,Platinum
1217,13983.0,29,112,2590.46,2,1,1,4,Platinum
1218,13984.0,26,17,488.03,2,4,3,9,Gold
1219,13985.0,4,353,7024.530000000001,1,1,1,3,Platinum
1220,13986.0,17,13,320.46000000000004,2,4,3,9,Gold
1221,13988.0,19,239,4098.8,2,1,1,4,Platinum
1222,13989.0,65,41,1266.08,3,3,2,8,Gold
1223,13990.0,213,16,311.3,4,4,3,11,Bronze
1224,13991.0,12,84,847.5400000000001,1,2,2,5,Platinum
1225,13992.0,30,5,76.8,2,4,4,10,Silver
1226,13993.0,32,125,3409.6600000000003,2,1,1,4,Platinum
1227,13994.0,3,148,2274.1400000000003,1,1,1,3,Platinum
1228,13995.0,15,87,1383.49,1,2,2,5,Platinum
1229,13999.0,10,212,3865.26,1,1,1,3,Platinum
1230,14000.0,206,16,633.71,4,4,3,11,Bronze
1231,14001.0,45,40,2030.33,2,3,1,6,Diamond
1232,14002.0,134,47,529.7299999999999,3,2,3,8,Gold
1233,14004.0,43,171,4582.639999999999,2,1,1,4,Platinum
1234,14005.0,9,84,2874.72,1,2,1,4,Platinum
1235,14006.0,115,30,962.1899999999999,3,3,2,8,Gold
1236,14009.0,198,44,685.9299999999998,4,2,2,8,Gold
1237,14012.0,277,11,328.8,4,4,3,11,Bronze
1238,14013.0,110,34,473.02,3,3,3,9,Gold
1239,14014.0,77,39,505.18,3,3,3,9,Gold
1240,14015.0,52,20,917.34,3,3,2,8,Gold
1241,14016.0,154,162,4328.46,4,1,1,6,Diamond
1242,14019.0,46,68,1398.9599999999998,2,2,2,6,Diamond
1243,14020.0,16,39,642.8000000000001,1,3,3,7,Diamond
1244,14021.0,155,22,631.9000000000001,4,3,3,10,Silver
1245,14022.0,225,28,440.0,4,3,3,10,Silver
1246,14023.0,7,31,584.0699999999999,1,3,3,7,Diamond
1247,14024.0,121,16,327.70000000000005,3,4,3,10,Silver
1248,14027.0,60,6,104.82000000000002,3,4,4,11,Bronze
1249,14029.0,63,15,467.66,3,4,3,10,Silver
1250,14030.0,18,242,2358.8399999999997,2,1,1,4,Platinum
1251,14031.0,7,258,14634.640000000001,1,1,1,3,Platinum
1252,14032.0,2,152,2929.8399999999997,1,1,1,3,Platinum
1253,14034.0,22,89,509.09000000000003,2,2,3,7,Diamond
1254,14035.0,28,66,1428.0200000000002,2,2,2,6,Diamond
1255,14036.0,284,38,626.65,4,3,3,10,Silver
1256,14037.0,176,28,147.2,4,3,4,11,Bronze
1257,14038.0,78,93,1554.4799999999996,3,2,2,7,Diamond
1258,14039.0,33,6,152.2,2,4,4,10,Silver
1259,14040.0,40,235,3487.59,2,1,1,4,Platinum
1260,14041.0,266,21,141.41,4,3,4,11,Bronze
1261,14044.0,26,206,646.4200000000001,2,1,2,5,Platinum
1262,14045.0,109,6,1659.75,3,4,1,8,Gold
1263,14046.0,284,14,154.99,4,4,4,12,Bronze
1264,14047.0,8,34,1290.0099999999998,1,3,2,6,Diamond
1265,14048.0,277,88,375.13,4,2,3,9,Gold
1266,14049.0,16,495,5536.15,1,1,1,3,Platinum
1267,14050.0,31,54,746.3599999999999,2,2,2,6,Diamond
1268,14051.0,0,215,15477.34,1,1,1,3,Platinum
1269,14052.0,19,56,225.36,2,2,4,8,Gold
1270,14053.0,124,4,260.25,3,4,4,11,Bronze
1271,14054.0,65,6,92.46,3,4,4,11,Bronze
1272,14055.0,106,10,725.6400000000001,3,4,2,9,Gold
1273,14056.0,1,1110,8062.460000000001,1,1,1,3,Platinum
1274,14057.0,23,290,6141.099999999999,2,1,1,4,Platinum
1275,14059.0,266,8,183.6,4,4,4,12,Bronze
1276,14060.0,4,203,6135.38,1,1,1,3,Platinum
1277,14062.0,9,111,10464.850000000002,1,1,1,3,Platinum
1278,14064.0,29,79,1168.9199999999998,2,2,2,6,Diamond
1279,14066.0,266,7,152.55,4,4,4,12,Bronze
1280,14067.0,63,52,374.7,3,2,3,8,Gold
1281,14068.0,320,24,265.85,4,3,4,11,Bronze
1282,14071.0,3,332,1306.1599999999999,1,1,2,4,Platinum
1283,14073.0,21,14,139.54,2,4,4,10,Silver
1284,14075.0,4,43,942.26,1,2,2,5,Platinum
1285,14076.0,129,44,118.67,3,2,4,9,Gold
1286,14077.0,40,42,499.4200000000001,2,2,3,7,Diamond
1287,14078.0,101,65,1049.37,3,2,2,7,Diamond
1288,14079.0,124,12,375.0999999999999,3,4,3,10,Silver
1289,14080.0,32,4,45.599999999999994,2,4,4,10,Silver
1290,14081.0,267,153,891.77,4,1,2,7,Diamond
1291,14082.0,364,29,182.24999999999997,4,3,4,11,Bronze
1292,14083.0,4,177,1002.9000000000001,1,1,2,4,Platinum
1293,14085.0,2,449,4408.540000000001,1,1,1,3,Platinum
1294,14087.0,2,69,178.72,1,2,4,7,Diamond
1295,14088.0,10,590,50415.490000000005,1,1,1,3,Platinum
1296,14089.0,56,13,158.75,3,4,4,11,Bronze
1297,14090.0,324,1,76.32000000000001,4,4,4,12,Bronze
1298,14092.0,7,217,4063.1000000000004,1,1,1,3,Platinum
1299,14093.0,12,100,433.85999999999996,1,1,3,5,Platinum
1300,14096.0,4,5128,57120.91,1,1,1,3,Platinum
1301,14098.0,36,21,147.34999999999997,2,3,4,9,Gold
1302,14099.0,16,252,3092.97,1,1,1,3,Platinum
1303,14100.0,137,25,191.95000000000002,3,3,4,10,Silver
1304,14101.0,73,35,5976.790000000001,3,3,1,7,Diamond
1305,14102.0,5,63,1060.33,1,2,2,5,Platinum
1306,14104.0,154,21,216.20999999999998,4,3,4,11,Bronze
1307,14105.0,85,76,1260.33,3,2,2,7,Diamond
1308,14107.0,51,124,2688.48,3,1,1,5,Platinum
1309,14108.0,30,35,594.1600000000001,2,3,3,8,Gold
1310,14109.0,23,14,80.19999999999999,2,4,4,10,Silver
1311,14110.0,3,157,5669.650000000001,1,1,1,3,Platinum
1312,14111.0,14,11,688.6,1,4,2,7,Diamond
1313,14112.0,22,173,2774.17,2,1,1,4,Platinum
1314,14113.0,3,40,1377.92,1,3,2,6,Diamond
1315,14114.0,273,15,386.53,4,4,3,11,Bronze
1316,14116.0,19,72,1382.7399999999998,2,2,2,6,Diamond
1317,14117.0,143,3,90.0,3,4,4,11,Bronze
1318,14119.0,354,1,-19.9,4,4,4,12,Bronze
1319,14121.0,3,161,2740.3,1,1,1,3,Platinum
1320,14124.0,84,5,419.58000000000004,3,4,3,10,Silver
1321,14125.0,10,166,2720.63,1,1,1,3,Platinum
1322,14126.0,7,16,643.6300000000001,1,4,3,8,Gold
1323,14127.0,122,44,709.7099999999999,3,2,2,7,Diamond
1324,14128.0,60,46,637.5000000000002,3,2,3,8,Gold
1325,14129.0,1,52,1123.8600000000001,1,2,2,5,Platinum
1326,14130.0,319,66,480.9100000000001,4,2,3,9,Gold
1327,14132.0,2,201,3580.13,1,1,1,3,Platinum
1328,14133.0,129,30,590.3399999999999,3,3,3,9,Gold
1329,14135.0,1,134,4690.3099999999995,1,1,1,3,Platinum
1330,14138.0,1,46,965.8800000000002,1,2,2,5,Platinum
1331,14139.0,46,26,415.81999999999994,2,3,3,8,Gold
1332,14140.0,3,67,920.05,1,2,2,5,Platinum
1333,14141.0,2,46,879.03,1,2,2,5,Platinum
1334,14142.0,373,22,311.81,4,3,3,10,Silver
1335,14143.0,133,7,115.8,3,4,4,11,Bronze
1336,14145.0,46,12,3148.2,2,4,1,7,Diamond
1337,14146.0,8,245,2949.57,1,1,1,3,Platinum
1338,14147.0,49,6,468.4,2,4,3,9,Gold
1339,14148.0,233,3,157.2,4,4,4,12,Bronze
1340,14149.0,212,40,259.43,4,3,4,11,Bronze
1341,14150.0,35,26,658.64,2,3,2,7,Diamond
1342,14152.0,75,50,611.09,3,2,3,8,Gold
1343,14154.0,239,52,1345.62,4,2,2,8,Gold
1344,14155.0,266,6,118.75,4,4,4,12,Bronze
1345,14156.0,9,1415,113214.59,1,1,1,3,Platinum
1346,14157.0,19,47,392.44000000000005,2,2,3,7,Diamond
1347,14158.0,40,41,507.65999999999997,2,3,3,8,Gold
1348,14159.0,19,1183,4615.639999999999,2,1,1,4,Platinum
1349,14161.0,215,104,1097.62,4,1,2,7,Diamond
1350,14162.0,173,25,289.36,4,3,4,11,Bronze
1351,14163.0,87,52,2445.9100000000003,3,2,1,6,Diamond
1352,14164.0,70,29,1631.7700000000004,3,3,1,7,Diamond
1353,14165.0,275,24,120.44,4,3,4,11,Bronze
1354,14167.0,39,50,562.59,2,2,3,7,Diamond
1355,14171.0,98,58,363.79,3,2,3,8,Gold
1356,14173.0,10,29,450.8400000000001,1,3,3,7,Diamond
1357,14174.0,33,26,134.46,2,3,4,9,Gold
1358,14175.0,51,164,3108.0600000000004,3,1,1,5,Platinum
1359,14176.0,297,32,574.0,4,3,3,10,Silver
1360,14177.0,84,42,544.51,3,2,3,8,Gold
1361,14178.0,8,318,1600.2600000000002,1,1,2,4,Platinum
1362,14179.0,40,157,701.5699999999999,2,1,2,5,Platinum
1363,14180.0,10,248,4640.77,1,1,1,3,Platinum
1364,14184.0,66,24,452.89,3,3,3,9,Gold
1365,14185.0,331,3,197.65,4,4,4,12,Bronze
1366,14188.0,8,71,2018.9099999999999,1,2,1,4,Platinum
1367,14189.0,2,277,4604.3099999999995,1,1,1,3,Platinum
1368,14191.0,1,263,4660.01,1,1,1,3,Platinum
1369,14193.0,67,42,853.3900000000001,3,2,2,7,Diamond
1370,14194.0,4,604,11216.75,1,1,1,3,Platinum
1371,14195.0,201,8,962.7,4,4,2,10,Silver
1372,14196.0,106,6,335.52,3,4,3,10,Silver
1373,14198.0,4,44,663.4999999999999,1,2,2,5,Platinum
1374,14199.0,218,2,185.39999999999998,4,4,4,12,Bronze
1375,14201.0,60,39,688.0400000000001,3,3,2,8,Gold
1376,14204.0,2,39,150.60999999999996,1,3,4,8,Gold
1377,14205.0,10,39,218.78,1,3,4,8,Gold
1378,14206.0,239,21,308.26,4,3,3,10,Silver
1379,14208.0,94,10,151.73999999999998,3,4,4,11,Bronze
1380,14209.0,10,88,2067.13,1,2,1,4,Platinum
1381,14210.0,91,103,1900.89,3,1,1,5,Platinum
1382,14211.0,53,118,2208.3,3,1,1,5,Platinum
1383,14212.0,89,9,1070.48,3,4,2,9,Gold
1384,14213.0,371,5,-1192.2000000000003,4,4,4,12,Bronze
1385,14214.0,30,70,1000.2300000000001,2,2,2,6,Diamond
1386,14215.0,11,109,1777.92,1,1,1,3,Platinum
1387,14216.0,3,59,1839.3000000000002,1,2,1,4,Platinum
1388,14217.0,1,107,1925.36,1,1,1,3,Platinum
1389,14218.0,42,12,169.48000000000002,2,4,4,10,Silver
1390,14219.0,4,7,89.94,1,4,4,9,Gold
1391,14220.0,247,21,632.3999999999999,4,3,3,10,Silver
1392,14221.0,42,194,3427.85,2,1,1,4,Platinum
1393,14222.0,177,41,683.1700000000001,4,3,2,9,Gold
1394,14223.0,92,61,975.23,3,2,2,7,Diamond
1395,14224.0,110,113,1009.73,3,1,2,6,Diamond
1396,14226.0,28,72,2184.24,2,2,1,5,Platinum
1397,14227.0,26,183,3315.7100000000005,2,1,1,4,Platinum
1398,14229.0,51,43,1450.6000000000001,3,2,2,7,Diamond
1399,14231.0,179,54,822.0600000000001,4,2,2,8,Gold
1400,14232.0,31,118,2043.93,2,1,1,4,Platinum
1401,14233.0,43,36,1447.5100000000002,2,3,2,7,Diamond
1402,14234.0,22,147,754.1200000000001,2,1,2,5,Platinum
1403,14235.0,10,80,3093.86,1,2,1,4,Platinum
1404,14236.0,80,15,490.86,3,4,3,10,Silver
1405,14237.0,373,9,161.00000000000003,4,4,4,12,Bronze
1406,14238.0,326,8,146.85,4,4,4,12,Bronze
1407,14239.0,43,116,2323.5000000000005,2,1,1,4,Platinum
1408,14240.0,30,42,890.3400000000001,2,2,2,6,Diamond
1409,14241.0,183,10,213.70000000000005,4,4,4,12,Bronze
1410,14242.0,234,16,280.55,4,4,4,12,Bronze
1411,14243.0,8,148,2535.88,1,1,1,3,Platinum
1412,14245.0,176,112,1677.48,4,1,1,6,Diamond
1413,14246.0,110,75,1474.0600000000002,3,2,2,7,Diamond
1414,14247.0,278,20,136.76999999999998,4,3,4,11,Bronze
1415,14248.0,318,8,302.58,4,4,3,11,Bronze
1416,14250.0,7,111,1904.05,1,1,1,3,Platinum
1417,14251.0,1,78,2879.7,1,2,1,4,Platinum
1418,14256.0,254,54,935.06,4,2,2,8,Gold
